SN,DN/IP-List,First-Date,Last-Date
2831,216.99.157.21,2013/01/17,2013/01/17
2832,58.64.199.21,2013/01/16,2013/01/16
2833,60.199.193.205,2013/01/15,2013/01/15
2834,203.147.5.62,2013/01/14,2013/01/14
2835,211.43.220.10,2013/01/14,2013/01/14
2836,103.20.194.12,2013/01/08,2013/01/08
2837,216.99.157.22,2013/01/07,2013/01/07
2838,58.64.199.25,2013/01/07,2013/01/07
2839,61.30.15.181,2013/01/02,2013/01/02
2840,210.107.84.102,2012/12/24,2012/12/24
2841,119.42.151.142,2012/12/20,2012/12/20
2842,220.130.59.159,2012/12/20,2012/12/20
2843,203.160.251.137,2012/12/19,2012/12/19
2844,220.67.200.230,2012/12/19,2012/12/19
2845,211.22.44.188,2012/12/14,2012/12/14
2846,59.124.125.101,2012/12/11,2012/12/11
2847,119.147.65.58,2012/12/07,2012/12/07
2848,121.14.102.15,2012/12/06,2012/12/06
2849,203.69.112.10,2012/12/06,2012/12/06
2850,59.120.175.168,2012/12/06,2012/12/06
2851,203.106.251.141,2012/12/05,2012/12/05
2852,213.53.16.15,2012/12/05,2012/12/05
2853,202.153.89.190,2012/12/03,2012/12/03
2854,210.107.84.101,2012/11/30,2012/11/30
2855,220.130.254.108,2012/11/30,2012/11/30
2856,123.254.104.236,2012/11/29,2012/11/29
2857,140.136.202.136,2012/11/29,2012/11/29
2858,113.10.183.141,2012/11/28,2012/11/28
2859,59.188.236.193,2012/11/28,2012/11/28
2860,61.221.157.28,2012/11/28,2012/11/28
2861,61.221.157.29,2012/11/28,2012/11/28
2862,211.21.209.76,2012/11/27,2012/11/27
2863,210.3.235.154,2012/11/24,2012/11/24
2864,203.48.39.3,2012/11/23,2012/11/23
2865,212.118.243.118,2012/11/23,2012/11/23
2866,216.52.184.230,2012/11/23,2012/11/23
2867,218.16.121.32,2012/11/23,2012/11/23
2868,59.120.52.57,2012/11/23,2012/11/23
2869,60.250.189.97,2012/11/23,2012/11/23
2870,61.145.112.78,2012/11/23,2012/11/23
2871,63.251.83.36,2012/11/23,2012/11/23
2872,64.74.96.242,2012/11/23,2012/11/23
2873,69.251.142.1,2012/11/23,2012/11/23
2874,163.30.4.34,2012/11/21,2012/11/21
2875,60.251.201.251,2012/11/21,2012/11/21
2876,203.41.62.242,2012/11/20,2012/11/20
2877,59.120.113.244,2012/11/20,2012/11/20
2878,82.207.74.204,2012/11/20,2012/11/20
2879,59.124.220.166,2012/11/16,2012/11/16
2880,59.120.68.99,2012/11/12,2012/11/12
2881,66.167.125.109,2012/11/12,2012/11/12
2882,130.160.76.46,2012/11/10,2012/11/10
2883,152.160.22.16,2012/11/10,2012/11/10
2884,210.5.178.138,2012/11/10,2012/11/10
2885,60.248.41.83,2012/11/10,2012/11/10
2886,1.2.10.10,2012/11/09,2012/11/09
2887,200.246.41.25,2012/11/07,2012/11/07
2888,140.119.80.121,2012/11/06,2012/11/06
2889,210.80.65.21,2012/11/06,2012/11/06
2890,59.120.71.118,2012/11/06,2012/11/06
2891,59.124.229.101,2012/11/06,2012/11/06
2892,104.18.45.195,2016/08/02,2016/08/02
2893,104.27.181.218,2016/08/02,2016/08/02
2894,113.10.246.183,2016/06/28,2016/06/28
2895,189.59.94.108,2016/06/28,2016/06/28
2896,36.12.11.37,2016/06/28,2016/06/28
2897,195.168.10.28,2016/06/28,2016/06/28
2898,93.170.187.64,2016/05/25,2016/05/25
2899,144.76.82.19,2016/05/25,2016/05/25
2900,69.64.33.48,2016/05/24,2016/05/24
2901,217.23.13.153,2016/05/24,2016/05/24
2902,200.31.125.220,2016/05/03,2016/05/03
2903,203.74.123.121,2016/05/03,2016/05/03
2904,103.20.193.173,2016/04/13,2016/04/13
2905,118.184.15.106,2016/03/31,2016/03/31
2906,112.213.106.148,2016/03/29,2016/03/29
2907,210.209.79.192,2016/01/26,2016/01/26
2908,128.91.2.167,2016/01/25,2016/01/25
2909,101.55.120.104,2016/01/25,2016/01/25
2910,202.29.240.106,2016/01/07,2016/01/07
2911,130.91.185.168,2015/12/30,2015/12/30
2912,128.91.230.76,2015/12/30,2015/12/30
2913,218.248.48.117,2015/12/30,2015/12/30
2914,50.192.227.35,2015/12/11,2015/12/11
2915,70.91.114.227,2015/12/11,2015/12/11
2916,103.10.55.173,2015/12/11,2015/12/11
2917,212.37.140.230,2015/12/11,2015/12/11
2918,67.139.200.222,2015/12/01,2015/12/01
2919,23.27.112.96,2015/10/14,2015/10/14
2920,125.227.241.2,2015/08/04,2015/08/04
2921,62.36.227.194,2015/08/04,2015/08/04
2922,62.148.141.154,2015/08/04,2015/08/04
2923,60.240.25.203,2015/07/16,2015/07/16
2924,52.25.115.112,2015/05/29,2015/05/29
2925,64.184.235.251,2015/05/06,2015/05/06
2926,103.25.60.30,2015/04/28,2015/04/28
2927,121.119.163.18,2015/03/26,2015/03/26
2928,61.222.31.83,2015/03/11,2015/03/11
2929,223.27.35.244,2015/03/11,2015/03/11
2930,103.39.77.165,2015/03/11,2015/03/11
2931,211.42.249.98,2014/12/12,2014/12/12
2932,140.114.109.2,2014/12/12,2014/12/12
2933,61.63.248.235,2014/12/12,2014/12/12
2934,61.218.140.150,2014/12/12,2014/12/12
2935,58.152.108.35,2014/12/12,2014/12/12
2936,42.3.204.203,2014/12/12,2014/12/12
2937,220.132.235.251,2014/12/12,2014/12/12
2938,219.73.82.246,2014/12/12,2014/12/12
2939,218.250.231.158,2014/12/12,2014/12/12
2940,211.21.38.16,2014/12/12,2014/12/12
2941,211.199.67.171,2014/12/12,2014/12/12
2942,202.88.98.33,2014/12/12,2014/12/12
2943,14.136.108.161,2014/12/12,2014/12/12
2944,125.227.176.95,2014/12/12,2014/12/12
2945,119.77.203.95,2014/12/12,2014/12/12
2946,113.254.70.106,2014/12/12,2014/12/12
2947,113.10.238.203,2014/12/12,2014/12/12
2948,58.152.108.204,2014/12/12,2014/12/12
2949,184.154.42.130,2014/11/19,2014/11/19
2950,200.215.222.105,2014/11/19,2014/11/19
2951,81.86.53.23,2014/11/10,2014/11/10
2952,60.250.5.75,2014/11/10,2014/11/10
2953,60.250.5.77,2014/11/10,2014/11/10
2954,68.169.60.87,2014/11/10,2014/11/10
2955,174.136.57.250,2014/12/02,2014/12/02
2956,46.183.221.58,2014/08/13,2014/09/02
2957,198.50.180.141,2013/07/17,2013/08/16
2958,176.9.147.227,2013/07/16,2013/08/15
